,County/Parish,"Notice
Date","Received
Date","Effective 
Date",Company,"Layoff/
Closure","No. Of
Employees",Address
292,Los Angeles County,2022-10-31 00:00:00,2022-11-03 00:00:00,2022-12-31 00:00:00,DZConneX at Puente Hills Town Center,Layoff Permanent,3,17416 Colima Rd  Rowland Heights CA 91748
293,Sacramento County,2022-10-26 00:00:00,2022-11-03 00:00:00,2022-12-01 00:00:00,Wes Lasher Inc. dba Elk Grove Acura,Closure Permanent,59,8585 Laguna Grove Drive  Elk Grove CA 95757
294,Sacramento County,2022-10-26 00:00:00,2022-11-03 00:00:00,2022-12-01 00:00:00,Elk Grove Auto Group Inc. dba Elk Grove Subaru,Closure Permanent,61,8581 Laguna Grove Drive  Elk Grove CA 95757
295,Sacramento County,2022-10-26 00:00:00,2022-11-03 00:00:00,2022-12-01 00:00:00,Elk Grove Auto Group Inc. dba Elk Grove Dodge,Closure Permanent,229,8575 Laguna Grove Drive  Elk Grove CA 95757
296,Sacramento County,2022-10-26 00:00:00,2022-11-03 00:00:00,2022-12-01 00:00:00,Elk Grove Auto Group Inc. dba Elk Grove Volkswagen,Closure Permanent,32,9776 West Stockton Blvd.  Elk Grove CA 95757
297,Sacramento County,2022-10-26 00:00:00,2022-11-03 00:00:00,2022-12-01 00:00:00,Elk Grove Auto Group Inc. dba Elk Grove Audi,Closure Permanent,33,9776 West Stockton Blvd.  Elk Grove CA 95757
298,San Diego County,2022-10-28 00:00:00,2022-11-03 00:00:00,2022-10-28 00:00:00,Viridos Inc.,Layoff Permanent,101,11149 N. Torrey Pines Rd.  La Jolla CA 92037
299,Los Angeles County,2022-11-04 00:00:00,2022-11-07 00:00:00,2023-01-04 00:00:00,"Twitter, Inc.",Layoff Permanent,93,150 Pico Blvd  Santa Monica CA 90405
300,Los Angeles County,2022-10-25 00:00:00,2022-11-07 00:00:00,2022-12-30 00:00:00,Pennymac,Layoff Permanent,10,29903 Agoura Road  Agoura Hills CA 91301
301,San Francisco County,2022-11-04 00:00:00,2022-11-07 00:00:00,2023-01-04 00:00:00,"Twitter, Inc.",Layoff Permanent,784,1355 Market St  San Francisco CA 94103
302,Santa Clara County,2022-11-04 00:00:00,2022-11-07 00:00:00,2023-01-04 00:00:00,"Twitter, Inc.",Layoff Permanent,106,"3055 Olin Ave., Floor 3  San Jose CA 95128"
303,Santa Clara County,2022-11-02 00:00:00,2022-11-07 00:00:00,2022-11-19 00:00:00,PayPal,Layoff Permanent,59,2211 N. First St.  San Jose CA 95131
304,Santa Clara County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at City of Palo Alto Kiosk,Layoff Permanent,1,600 E Meadow Drive  Palo Alto CA 94303
305,Santa Clara County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Daly City-Serramonte Blvd.,Layoff Permanent,5,699 Serramonte Blvd.  Daly City CA 94015
306,Santa Clara County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Hillview Middle School,Layoff Permanent,1,1100 Elder Ave  Menlo Park CA 94025
307,Orange County,2022-11-02 00:00:00,2022-11-08 00:00:00,2023-01-14 00:00:00,Marshalls Store 113,Closure Permanent,64,24271 Avenida De La Carlota  Laguna Hills CA 92653
308,Riverside County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Bordwell Park Trailer,Layoff Permanent,3,2008 Martin Luther King Blvd.  Riverside CA 92507
309,Riverside County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at City of Riverside Van: Arlington Heights Sports Park,Layoff Permanent,1,9401 Cleveland Ave  Riverside CA 92503
310,Riverside County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at La Sierra Park Trailer,Layoff Permanent,4,5272 Mitchell Ave  Riverside CA 92505
311,Riverside County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Norco College Kiosk,Layoff Permanent,1,2003 3rd St  Norco CA 92860
312,Riverside County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at The Outlets at Lake Elsinore Testing,Layoff Permanent,1,17600 Collier Ave S  Lake Elsinore CA 92530
313,Sacramento County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Liberty Towers Church,Layoff Permanent,1,5132 Elkhorn Blvd  Sacramento CA 95842
314,Sacramento County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at St. Vincent de Paul Thrift Store,Layoff Permanent,1,2275 Watt Avenue  Sacramento CA 95825
315,San Diego County,2022-11-02 00:00:00,2022-11-08 00:00:00,2023-01-01 00:00:00,"TGH Employees LLC dba TAO Group, Herringbone La Jolla",Closure Permanent,57,7837 Herschel Avenue  La Jolla CA 92037
316,San Francisco County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,"DZConneX, a subsidiary of Yoh for Curative at Parkmerced Kiosk",Layoff Permanent,2,Garces Drive and Vidal Drive  San Francisco CA 94132
317,San Francisco County,2022-11-02 00:00:00,2022-11-08 00:00:00,2023-01-02 00:00:00,Chime Financial Inc.,Layoff Permanent,152,101 California Street  San Francisco CA 94111
318,Solano County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,"DZConneX, a subsidiary of Yoh for Curative at Vallejo Corners Kiosk",Layoff Permanent,1,972 Admiral Callaghan Lane  Vallejo CA 94591
319,Sonoma County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Coddington Mall Kiosk,Layoff Permanent,1,1000 Coddington Ctr  Santa Rosa CA 95401
320,Sonoma County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Rohnert Park Communicaty Center Kiosk,Layoff Permanent,1,5401 Snyder Ln  Rohnert Park CA 94928
321,Ventura County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Oxnard School District Office,Layoff Permanent,1,1051 S A St  Oxnard CA 93030
322,Ventura County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Santa Paula Center Kiosk,Layoff Permanent,1,539 W Harvard Blvd  Santa Paula CA 93060
323,Los Angeles County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Burbank Ralph Foy Park,Layoff Permanent,4,3211 Victory Blvd  Burbank CA 91505
324,Los Angeles County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Burbank YMCA,Layoff Permanent,2,321 E Magnolia Blvd  Burbank CA 91502
325,Marin County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Larkspur Ferry Terminal - Trailer,Layoff Permanent,3,101 E. Sir Francis Drake Blvd.  Larkspur CA 94939
326,Marin County,2022-10-31 00:00:00,2022-11-08 00:00:00,2022-12-31 00:00:00,DZConneX at Novato Gymnastics Center Parking Lot,Layoff Permanent,1,950 7th St.  Novato CA 94945
327,Contra Costa County,2022-11-03 00:00:00,2022-11-09 00:00:00,2023-03-01 00:00:00,IMI Norgren LLC,Closure Permanent,29,"1990 Olivera Rd, Suite A  Concord CA 94520"
328,Fresno County,2022-11-03 00:00:00,2022-11-09 00:00:00,2023-01-14 00:00:00,Schneider Electric,Closure Permanent,2,"200 W. Pontiac Way, Bldg 5  Clovis CA 93612"
329,Alameda County,2022-11-04 00:00:00,2022-11-09 00:00:00,2022-11-04 00:00:00,"Better Holdco, Inc.",Closure Permanent,13,"2201 Broadway, 2nd Floor  Oakland CA 94612"
330,Orange County,2022-11-04 00:00:00,2022-11-09 00:00:00,2022-11-04 00:00:00,"Better Holdco, Inc.",Layoff Permanent,33,"5 Park Plaza, Suite No. 700 and 800  Irvine CA 92614"
331,Orange County,2022-11-04 00:00:00,2022-11-09 00:00:00,2023-01-04 00:00:00,Amazon,Layoff Permanent,53,17871 Von Karman Ave  Irvine CA 92614
332,San Francisco County,2022-11-03 00:00:00,2022-11-09 00:00:00,2022-11-11 00:00:00,"Lyft, Inc.",Layoff Permanent,227,185 Berry St #5000  San Francisco CA 94107
333,Orange County,2022-11-04 00:00:00,2022-11-09 00:00:00,2023-01-03 00:00:00,"Nationstar Mortgage, LLC d/b/a Mr. Cooper",Layoff Permanent,175,1600 E. St. Andrew Place  Santa Ana CA 92705
334,Alameda County,2022-11-07 00:00:00,2022-11-10 00:00:00,2022-12-07 00:00:00,Seagate US LLC,Layoff Permanent,4,47488 Kato Road  Fremont CA 94538
335,Alameda County,2022-11-07 00:00:00,2022-11-10 00:00:00,2023-01-09 00:00:00,Seagate US LLC,Layoff Permanent,80,47488 Kato Road  Fremont CA 94538
336,Los Angeles County,2022-11-04 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Curative Inc.,Layoff Permanent,57,605 E. Huntington Drive  Monrovia CA 91016
337,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,7,21730 Ventura Blvd  Woodland Hills CA 91364
338,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,2,3201 W. 6th St  Los Angeles CA 90020
339,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,1,3724 Crenshaw Blvd  Los Angeles CA 90016
340,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,1,17010 Chatsworth St  Granada Hills CA 91344
341,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,4,11795 W Olympic Blvd  Los Angeles CA 90064
342,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,6,10174 Mason Ave  Chatsworth CA 91311
343,Los Angeles County,2022-10-31 00:00:00,2022-11-10 00:00:00,2022-12-30 00:00:00,Curative Inc.,Closure Permanent,47,430 S. Cataract Avenue  San Dimas CA 91773
344,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,2,1911 Lincoln Blvd  Santa Monica CA 90405
345,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,2,"11900 South St, Ste 118  Cerritos CA 90703"
346,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,13,20054 Hawthorne Blvd.  Torrance CA 90503
347,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,2,331 N. Sepulveda Blvd  El Segundo CA 90245
348,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,3,1344 W Redondo Beach Blvd  Gardena CA 90247
349,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,4,2321 Hawthorne Blvd  Redondo Beach CA 90278
350,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,2,4142 Pacific Coast Hwy  Torrance CA 90505
351,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,3,1028 S San Fernando Blvd  Burbank CA 91502
352,Los Angeles County,2022-11-01 00:00:00,2022-11-10 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,2,105 E Glenoaks Blvd  Glendale CA 91207
353,Los Angeles County,2022-11-04 00:00:00,2022-11-14 00:00:00,2023-01-03 00:00:00,"Athas Capital Group, Inc.",Layoff Permanent,23,555 West 5th Street  Los Angeles CA 90013
354,Los Angeles County,2022-11-04 00:00:00,2022-11-14 00:00:00,2023-01-03 00:00:00,"Athas Capital Group, Inc.",Layoff Permanent,159,27001 and 26901 Agoura Road  Agoura Hills CA 91301
355,San Mateo County,2022-11-04 00:00:00,2022-11-14 00:00:00,2022-11-04 00:00:00,"Natera, Inc.",Layoff Permanent,58,201 Industrial Road  San Carlos CA 94070
356,Orange County,2022-11-04 00:00:00,2022-11-14 00:00:00,2023-01-03 00:00:00,"Athas Capital Group, Inc.",Layoff Permanent,29,18191 Von Karman Avenue  Irvine CA 92612
357,Los Angeles County,2022-11-11 00:00:00,2022-11-16 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,162,12105 E Waterfront Dr.  Los Angeles CA 90094
358,Los Angeles County,2022-09-22 00:00:00,2022-11-16 00:00:00,2022-11-18 00:00:00,"Smithfield Distribution, LLC",Closure Permanent,1755,3163 E. Vernon Avenue  Vernon CA 90058
359,Los Angeles County,2022-09-22 00:00:00,2022-11-16 00:00:00,2022-11-18 00:00:00,"Smithfield Distribution, LLC",Closure Permanent,121,3049 E. Vernon Ave.  Vernon CA 90058
360,San Francisco County,2022-11-11 00:00:00,2022-11-16 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,362,250 Howard St.  San Francisco CA 94105
361,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,2,3446 W. Ball Rd.  Anaheim CA 92804
362,Santa Clara County,2022-11-09 00:00:00,2022-11-17 00:00:00,2023-01-13 00:00:00,Western Digital,Layoff Permanent,86,951 SanDisk Drive  Milpitas CA 95035
363,Santa Clara County,2022-11-11 00:00:00,2022-11-17 00:00:00,2022-11-10 00:00:00,Aerotek at Flex LTD,Layoff Permanent,48,1177 Gibraltar Drive  Milpitas CA 95035
364,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,2,12001 Euclid St.  Garden Grove CA 92840
365,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,6,1538 E. Chapman Ave.  Orange CA 92866
366,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,3,13052 Newport Ave.  Tustin CA 92780
367,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,12,1575 S. Harbor Blvd. Suite 48  Fullerton CA 92832
368,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,12,17585 Harvard Ave. Suite D  Irvine CA 92614
369,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,4,"25612 Crown Valley Pkwy, Suite L-5  Ladera Ranch CA 92694"
370,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,10,26012 Marguerite Pkwy Suite H  Mission Viejo CA 92692
371,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,4,600 Newport Center Drive  Newport Beach CA 92660
372,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,4,"2500 E. Imperial Hwy, Suite 110  Brea CA 92821"
373,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,1,24833 Del Prado  Dana Point CA 92629
374,Orange County,2022-11-01 00:00:00,2022-11-17 00:00:00,2023-01-03 00:00:00,Providence ExpressCare California,Closure Permanent,5,57 Prism  Irvine CA 92618
375,Orange County,2022-11-09 00:00:00,2022-11-17 00:00:00,2023-01-13 00:00:00,Western Digital,Layoff Permanent,62,3355 Michelson Drive  Irvine CA 92612
376,Riverside County,2022-11-14 00:00:00,2022-11-17 00:00:00,2023-01-13 00:00:00,Sodexo Inc. at PHH Hemet Valley Medical Center,Closure Permanent,83,1117 E. Devonshire Avenue  Hemet CA 92543
377,Riverside County,2022-11-14 00:00:00,2022-11-17 00:00:00,2023-01-13 00:00:00,Sodexo Inc. at PHH Hemet Valley Recovery Center,Closure Permanent,14,371 N. Weston Avenue  Hemet CA 92543
378,Riverside County,2022-11-14 00:00:00,2022-11-17 00:00:00,2023-01-13 00:00:00,Sodexo Inc. at PHH Menifee Valley Medical Center,Closure Permanent,32,28400 McCall Blvd.  Sun City CA 92586
379,Santa Clara County,2022-11-04 00:00:00,2022-11-17 00:00:00,2022-12-22 00:00:00,Jabil Inc.,Layoff Temporary,93,6375 San Ignacio Avenue  San Jose CA 95119
380,Santa Clara County,2022-11-09 00:00:00,2022-11-17 00:00:00,2023-01-13 00:00:00,Western Digital,Layoff Permanent,103,5601 Great Oaks Parkway  San Jose CA 95119
381,Los Angeles County,2022-10-28 00:00:00,2022-11-18 00:00:00,2022-12-31 00:00:00,"GoFundMe, Inc.",Layoff Permanent,27,767 S. Alameda St. Ste 400  Los Angeles CA 90021
382,San Mateo County,2022-11-15 00:00:00,2022-11-18 00:00:00,2022-11-18 00:00:00,Synthego Corporation,Layoff Permanent,105,600 Saginaw Dr  Redwood City CA 94063
383,San Diego County,2022-10-28 00:00:00,2022-11-18 00:00:00,2022-12-31 00:00:00,"GoFundMe, Inc.",Layoff Permanent,11,350 Tenth Ave  San Diego CA 92101
384,San Diego County,2022-10-28 00:00:00,2022-11-18 00:00:00,2022-12-31 00:00:00,"GoFundMe, Inc",Layoff Permanent,23,4650 Overland Avenue  San Diego CA 92123
385,San Francisco County,2022-10-28 00:00:00,2022-11-18 00:00:00,2022-12-31 00:00:00,"GoFundMe, Inc.",Layoff Permanent,11,600 California Ave Office# 13-000  San Francisco CA 94108
386,Santa Clara County,2022-11-11 00:00:00,2022-11-21 00:00:00,2022-11-09 00:00:00,"Coursera, Inc.",Layoff Permanent,77,381 E Evelyn Ave  Mountain View CA 94041
387,San Francisco County,2022-11-15 00:00:00,2022-11-21 00:00:00,2022-11-15 00:00:00,"Asana, Inc.",Layoff Permanent,97,"633 Folsom Street, Suite 100  San Francisco CA 94107"
388,Sonoma County,2022-11-09 00:00:00,2022-11-21 00:00:00,2023-01-08 00:00:00,Wilhelm L.L.C.,Layoff Permanent,274,181 Lynch Creek Way  Petaluma CA 94954
389,San Francisco County,2022-11-14 00:00:00,2022-11-22 00:00:00,2023-01-13 00:00:00,"Intercom, Inc.",Layoff Permanent,55,55 2nd Street  San Francisco CA 94105
390,Santa Barbara County,2022-11-16 00:00:00,2022-11-22 00:00:00,2023-01-15 00:00:00,"Apeel Technology, Inc.",Layoff Permanent,71,71 South Los Carneros Road  Goleta CA 93117
391,Santa Barbara County,2022-11-16 00:00:00,2022-11-22 00:00:00,2023-06-30 00:00:00,"Apeel Technology, Inc.",Layoff Permanent,14,71 South Los Carneros Road  Goleta CA 93117
392,Santa Barbara County,2022-11-16 00:00:00,2022-11-22 00:00:00,2023-03-31 00:00:00,"Apeel Technology, Inc.",Layoff Permanent,11,71 South Los Carneros Road  Goleta CA 93117
393,Alameda County,2022-11-15 00:00:00,2022-11-23 00:00:00,2023-01-31 00:00:00,Thermo Fisher Scientific,Layoff Permanent,46,6055 SUNOL BLVD BUILDING C  Pleasanton CA 94566
394,San Mateo County,2022-11-15 00:00:00,2022-11-23 00:00:00,2023-01-31 00:00:00,Thermo Fisher Scientific,Layoff Permanent,49,180 OYSTER POINT BLVD  South San Francisco CA 94080
395,Los Angeles County,2022-11-25 00:00:00,2022-11-28 00:00:00,2023-01-21 00:00:00,"Twitter, Inc.",Layoff Permanent,4,150 Pico Blvd  Santa Monica CA 90405
396,San Francisco County,2022-11-25 00:00:00,2022-11-28 00:00:00,2023-01-21 00:00:00,"Twitter, Inc.",Layoff Permanent,10,1355 Market St #900  San Francisco CA 94103
397,San Mateo County,2022-11-09 00:00:00,2022-11-29 00:00:00,2023-01-09 00:00:00,"RingCentral, Inc.",Layoff Permanent,50,20 Davis Drive  Belmont CA 94002
398,Santa Clara County,2022-11-10 00:00:00,2022-11-29 00:00:00,2023-01-09 00:00:00,Flex LTD.,Layoff Permanent,155,847 Gibraltar Drive  Milpitas CA 95035
399,Orange County,2022-11-14 00:00:00,2022-11-29 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,7,"555 Anton Blvd., Suite 800  Costa Mesa CA 92626"
400,Alameda County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-13 00:00:00,"Illumina, Inc.",Layoff Permanent,4,25861 Industrial Blvd.  Hayward CA 94545
401,El Dorado County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,41,4201 Town Center Blvd. A  El Dorado Hills CA 95762
402,El Dorado County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,47,4203 Town Center Blvd. B  El Dorado Hills CA 95762
403,El Dorado County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,30,4205 Town Center Blvd. C  El Dorado Hills CA 95762
404,El Dorado County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,8,4207 Town Center Blvd. D  El Dorado Hills CA 95762
405,Los Angeles County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,24,6300 Canoga Avenue  Woodland Hills CA 91367
406,Los Angeles County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,27,601 Potrero Grande Drive  Monterey Park CA 91755
407,Los Angeles County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,2,2100 Saturn Street  Monterey Park CA 91756
408,Shasta County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,16,4700 Bechelli Lane  Redding CA 96002
409,San Mateo County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-13 00:00:00,"Illumina, Inc.",Layoff Permanent,20,200 Lincoln Centre Drive  San Mateo CA 94404
410,Santa Clara County,2022-11-18 00:00:00,2022-11-30 00:00:00,2022-11-18 00:00:00,"Nuro, Inc.",Layoff Permanent,269,1300 Terra Bella Avenue  Mountain View CA 94043
411,Alameda County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,62,601 12th Street  Oakland CA 94607
412,Sacramento County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,24,3300 Zinfandel Drive  Rancho Cordova CA 95670
413,San Diego County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,5,"3131 Camino Del Rio, North Suite #1300 San Diego CA 92108"
414,San Diego County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,2,2275 Rio Bonita Way  San Diego CA 92108
415,San Diego County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-13 00:00:00,"Illumina, Inc.",Layoff Permanent,206,5200 Illumina Way  San Diego CA 92122
416,San Diego County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-13 00:00:00,"Illumina, Inc.",Layoff Permanent,1,4795 Executive Drive  San Diego CA 92121
417,San Francisco County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,1,315 Montgomery Street  San Francisco CA 94104
418,San Joaquin County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,74,3021 Reynolds Ranch Parkway  Lodi CA 95240
419,Los Angeles County,2022-11-14 00:00:00,2022-11-30 00:00:00,2023-01-25 00:00:00,Blue Shield of California,Layoff Permanent,3,100 North Sepulveda Blvd.  El Segundo CA 90245
420,Alameda County,2022-11-09 00:00:00,2022-12-01 00:00:00,2022-11-09 00:00:00,"Astra Space, Inc.",Layoff Permanent,63,1900 Skyhawk St.  Alameda CA 94501
421,Alameda County,2022-11-15 00:00:00,2022-12-01 00:00:00,2023-01-20 00:00:00,Silicon Valley TMS of East Bay,Closure Permanent,6,5776 Stoneridge Mall Road  Pleasanton CA 94588
422,Santa Clara County,2022-11-09 00:00:00,2022-12-01 00:00:00,2022-11-09 00:00:00,"Astra Space, Inc.",Layoff Permanent,1,1049 Linda Vista Avenue  Mountain View CA 94043
423,Santa Clara County,2022-11-15 00:00:00,2022-12-01 00:00:00,2023-01-20 00:00:00,Silicon Valley TMS of Mountain View,Closure Permanent,7,525 South Drive Suite 211  Mountain View CA 94040
424,Orange County,2022-11-16 00:00:00,2022-12-01 00:00:00,2022-11-18 00:00:00,"Boardriders Wholesale, LLC",Layoff Permanent,90,5600 Argosy Circle Suite 100  Huntington Beach CA 92649
425,Orange County,2022-11-16 00:00:00,2022-12-01 00:00:00,2022-11-18 00:00:00,"Boardriders Wholesale, LLC",Layoff Permanent,8,960 W. 16th Street  Costa Mesa CA 92627
426,Riverside County,2022-11-16 00:00:00,2022-12-01 00:00:00,2022-11-18 00:00:00,"Boardriders Wholesale, LLC",Layoff Permanent,4,1310 Cantu-Galleano Ranch Rd.  Mira Loma CA 91752
427,San Francisco County,2022-11-15 00:00:00,2022-12-01 00:00:00,2023-01-20 00:00:00,Silicon Valley TMS of San Francisco,Closure Permanent,1,595 Buckingham Way #505  San Francisco CA 94132
428,San Francisco County,2022-11-17 00:00:00,2022-12-01 00:00:00,2023-01-16 00:00:00,"Plastiq, Inc.",Layoff Permanent,19,595 Market St. FL 10  San Francisco CA 94105
429,San Francisco County,2022-11-18 00:00:00,2022-12-01 00:00:00,2023-01-17 00:00:00,"JUUL Labs, Inc.",Layoff Permanent,113,560 20th St.  San Francisco CA 94107
430,San Francisco County,2022-11-18 00:00:00,2022-12-01 00:00:00,2023-02-15 00:00:00,"JUUL Labs, Inc.",Layoff Permanent,1,560 20th St.  San Francisco CA 94107
431,San Francisco County,2022-11-18 00:00:00,2022-12-01 00:00:00,2023-04-07 00:00:00,"JUUL Labs, Inc.",Layoff Permanent,2,560 20th St.  San Francisco CA 94107
432,Santa Clara County,2022-11-15 00:00:00,2022-12-01 00:00:00,2023-01-20 00:00:00,Silicon Valley TMS of San Jose,Closure Permanent,14,2039 Forest Avenue #201  San Jose CA 95128
433,Santa Cruz County,2022-11-15 00:00:00,2022-12-01 00:00:00,2023-01-20 00:00:00,Silicon Valley TMS of Monterey Bay,Closure Permanent,9,2425 Porter Street Suite 11  Soquel CA 95073
434,Marin County,2022-11-15 00:00:00,2022-12-01 00:00:00,2023-01-20 00:00:00,Silicon Valley TMS of Corte Madera,Closure Permanent,3,100 Meadowcreek Drive #115  Corte Madera CA 94925
435,Alameda County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,25,34760 Campus Dr.  Fremont CA 94555
